snippet_id,snippet_path,return_code,solved,elapsed_seconds,status,error
00056d4304c58a035c87cdf5ff1e5e3e,/gists/00056d4304c58a035c87cdf5ff1e5e3e/snippet.py,0,True,16.7,solved,
000eccf3d66540d75def,/gists/000eccf3d66540d75def/snippet.py,0,True,32.6,solved,
00135b0dfee0ae165ad2,/gists/00135b0dfee0ae165ad2/snippet.py,0,False,62.0,failed,
005bbad123ef309a5bef,/gists/005bbad123ef309a5bef/snippet.py,0,True,79.8,solved,
005ceac0483fc5a581cc,/gists/005ceac0483fc5a581cc/snippet.py,0,False,441.1,failed,
00a17b1d374dfc267a9a,/gists/00a17b1d374dfc267a9a/snippet.py,0,True,472.0,solved,
00a4835bf36513ca58a3,/gists/00a4835bf36513ca58a3/snippet.py,0,False,516.0,failed,
00e9638c0efad1adac878522cf172484,/gists/00e9638c0efad1adac878522cf172484/snippet.py,0,False,1067.3,failed,
011004bcac763eaf6f28,/gists/011004bcac763eaf6f28/snippet.py,0,False,617.9,failed,
0115e0ce312f26ff59f4fbf4f5821ca2,/gists/0115e0ce312f26ff59f4fbf4f5821ca2/snippet.py,0,False,69.3,failed,
015e2ce27cecdea63564,/gists/015e2ce27cecdea63564/snippet.py,0,True,297.6,solved,
01886b6f79ba0c4dce66,/gists/01886b6f79ba0c4dce66/snippet.py,0,True,47.1,solved,
0191e14717af68bbba81,/gists/0191e14717af68bbba81/snippet.py,0,True,43.6,solved,
019fd5c706e0bc94879f,/gists/019fd5c706e0bc94879f/snippet.py,0,True,155.4,solved,
01b8b8e1909ae0f601c85e142f2bd15b,/gists/01b8b8e1909ae0f601c85e142f2bd15b/snippet.py,0,False,115.2,failed,
01bf3900d3a02c4e3927b2a2bcf39100,/gists/01bf3900d3a02c4e3927b2a2bcf39100/snippet.py,0,False,83.7,failed,
01c99322cf985e771827,/gists/01c99322cf985e771827/snippet.py,0,False,568.4,failed,
026a4d6400b1efac9a13a3296f16e655,/gists/026a4d6400b1efac9a13a3296f16e655/snippet.py,0,True,48.8,solved,
02ff378b3a91de94306a84d3aa2228bb,/gists/02ff378b3a91de94306a84d3aa2228bb/snippet.py,-1,False,1200.0,timeout,Exceeded 1200s timeout
0306734dfe17076dfd34e09660c198c0,/gists/0306734dfe17076dfd34e09660c198c0/snippet.py,0,True,594.2,solved,
034e799c19eb763fa859,/gists/034e799c19eb763fa859/snippet.py,0,True,26.6,solved,
035dc3b722b7f89cce66520dde285c9a,/gists/035dc3b722b7f89cce66520dde285c9a/snippet.py,0,True,90.3,solved,
037e4134d8271c0de71b838a461e7ac1,/gists/037e4134d8271c0de71b838a461e7ac1/snippet.py,0,True,140.1,solved,
03d9c46c86691c9bb680,/gists/03d9c46c86691c9bb680/snippet.py,0,True,92.1,solved,
03de5c4c21138da5c29d,/gists/03de5c4c21138da5c29d/snippet.py,0,True,319.0,solved,
044682e76def583a12e6c09209c664a1,/gists/044682e76def583a12e6c09209c664a1/snippet.py,0,True,212.3,solved,
